twi_query,cleaned_query,intent,twi_response,english_translation,source
"Sɛ me nsa kyere me me nan mu afiri ayamtuo nti, dɛn dauru na ɛwɔ hɔ?",sɛ me nsa kyere me me nan mu afiri ayamtuo nti dɛn dauru na ɛwɔ hɔ,treatment_query,Nom ORS nsuo seesei ara na kɔ clinic. Saa nsa kyere ne nankyere yi (muscle cramps) firi nsuo ne nkyene a ɛsa wɔ ho nti.,"If my hands and legs cramp because of diarrhea, what medicine is there? Drink ORS water right now and go to the clinic. These muscle cramps are due to the loss of water and salts from your body.",WHO Ghana
Cholera tumi kum obi saa ntɛm ara ampa?,cholera tumi kum obi saa ntɛm ara ampa,emergency_query,Ma no ORS nsuo na kɔ ayaresabea a ɛbɛn wo ntɛm ara! Eyi yɛ emergency paa!,Give him ORS and run to the nearest hospital immediately! This is a major emergency!,WHO Ghana
"Chatbot, wo ho te sen nne anaa enye saa?",chatbot wo ho te sen nne anaa enye saa,general_greeting,Akwaaba! Metumi aboa wo wɔ cholera yareɛ ho nsɛm biara. Bisa biribi!,Welcome! I can help you with any questions about cholera. Ask anything!,Ghana NLP
Nomba ben na metumi de afre se merehia cholera ho mmoa wo Ghana paa?,nomba ben na metumi de afre se merehia cholera ho mmoa wo ghana paa,reporting_query,"Frɛ Ghana Health Service Emergency Line anaa kɔ ayaresabea a ɛbɛn wo, wɔbɛtumi aboa wo ntɛm.","Call the Ghana Health Service Emergency Line or visit your nearest health facility, and they will be able to assist you promptly.",Ghana Health Service
"Sɛ mehunu sɛ nnipa pii wɔ me mpɔtam ho anya ayamtuo kɛseɛ a, hena na ɛsɛ sɛ meka kyerɛ?",sɛ mehunu sɛ nnipa pii wɔ me mpɔtam ho anya ayamtuo kɛseɛ a hena na ɛsɛ sɛ meka kyerɛ,reporting_query,"Frɛ Ghana Health Service anaa kɔ ayaresabea a ɛbɛn wo ntɛm ka asɛm no kyerɛ wɔn, sɛnea wɔbɛtumi ahwɛ asɛm no na wasiw ka a ɛrekɔ so no kwan.","Contact the Ghana Health Service or visit the nearest health facility to report the situation immediately, so they can investigate and prevent further spread.",Ghana Ministry of Health
Monya ayaresa ho nkrataa foforo wo nim?,monya ayaresa ho nkrataa foforo wo nim,general_greeting,Metumi akyerɛ wo cholera ho nsɛm pii. Bisa me biribiara a wopɛ sɛ wuhu fa apɔwmuden ho wɔ saa yareɛ yi ho.,Do you have other medical documents? I can tell you a lot of information about cholera. Ask me anything you want to know about health regarding this disease.,Ghana NLP
Dɛn na ɛboa na cholera anrta adagya mu anaa?,dɛn na ɛboa na cholera anrta adagya mu anaa,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Sɛ meba no anya cholera a metumi ma no nufosuo ampa?,sɛ meba no anya cholera a metumi ma no nufosuo ampa,treatment_query,"Aane, sɛ abofra no renum nufosuo a, kɔ so ma no nufosuo no pii ɛfra ORS nsuo no ho na wanya ahoɔden.","If my child gets cholera can I give them breast milk? Yes, if the baby is breastfeeding, keep giving them plenty of breast milk in addition to the ORS water so they gain strength.",WHO Ghana
"Sɛ mepae ORS paket no, metumi de atena hɔ nna pii?",sɛ mepae ors paket no metumi de atena hɔ nna pii,treatment_query,"Dabi, sɛ wo de nsuo fra ORS aduru mu a, ɛwɔ sɛ wonom gu mu nnɔnhwerew 24 mu. Ɛno akyi no, to gu na yɛ foforo.","If I open the ORS packet, can it stay for many days? No, once you mix the ORS powder with water, it must be consumed within 24 hours. After that, discard it and make a fresh one.",WHO Ghana
Ewo se me noa me nsuo bere dodo ben anaa ɛnyɛ saa?,ewo se me noa me nsuo bere dodo ben anaa ɛnyɛ saa,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
"aYrefoo no rentumi nsore na orente asem, ewo se me ye den ntem?",ayrefoo no rentumi nsore na orente asem ewo se me ye den ntem,emergency_query,Ma no ORS nsuo na kɔ ayaresabea a ɛbɛn wo ntɛm ara! Eyi yɛ emergency paa!,Give him ORS and run to the nearest hospital immediately! This is a major emergency!,WHO Ghana
"Sɛ me ho nni samina a, dɛn na metumi de di samina ananmu?",sɛ me ho nni samina a dɛn na metumi de di samina ananmu,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
"Sɛ me ho yɛ mmerɛ kɛse firi ayatmuo mu a, ɛkyerɛ sɛn?",sɛ me ho yɛ mmerɛ kɛse firi ayatmuo mu a ɛkyerɛ sɛn,symptoms_query,Ayamtuo ne afeɛ kɛseɛ a ɛnto mpa na ɛkyerɛ sɛ obi betumi anya cholera yareɛ no. Wo ho nsuo bɛtumi asa ntɛm ara.,"Severe watery diarrhea and uncontrollable vomiting are signs of cholera, which can cause rapid dehydration.",CDC Ghana
"Me nan ne me nsa mu rekyere me, eye cohlera?",me nan ne me nsa mu rekyere me eye cohlera,symptoms_query,Cholera yareɛ no ho nsenkyerɛne titiriw ne ayamtuo kɛseɛ a ɛte sɛ nsuo (a ɛte sɛ nsubɛn) ne ɛfeɛ a ɛnto mpa. Eyi betumi ama wo ho nsuo asa ntɛm (dehydration).,The main symptoms of cholera are severe watery diarrhea (like rice-water) and frequent vomiting. This can cause rapid dehydration.,WHO Ghana Health Service
"Sɛ mepae ORS paket no, mteumi de atena hɔ nna pii wo nim?",sɛ mepae ors paket no mteumi de atena hɔ nna pii wo nim,treatment_query,"Dabi, sɛ wo de nsuo fra ORS aduru mu a, ɛwɔ sɛ wonom gu mu nnɔnhwerew 24 mu. Ɛno akyi no, to gu na yɛ foforo.","If I open the ORS packet, can it stay for many days? No, once you mix the ORS powder with water, it must be consumed within 24 hours. After that, discard it and make a fresh one.",WHO Ghana
"Sɛ obi anya cholera mu den na otumi nkɔ clinic ankasa a, dɛn mɛyɛ paa?",sɛ obi anya cholera mu den na otumi nkɔ clinic ankasa a dɛn mɛyɛ paa,emergency_query,Ma no ORS nsuo na kɔ ayaresabea a ɛbɛn wo ntɛm ara! Eyi yɛ emergency paa!,Give him ORS and run to the nearest hospital immediately! This is a major emergency!,WHO Ghana
"Fie ORS nsuo no, yɛde nkyene dodo bɛn na ɛfra mu?",fie ors nsuo no yɛde nkyene dodo bɛn na ɛfra mu,treatment_query,Fa nkyene nsa-mmerɛ fa (1/2 teaspoon) ne asikre nsia (6 teaspoons) fra nsuo pa lita baako mu.,"The home-made ORS water, how much salt do we mix in? Use 1/2 teaspoon of salt and 6 teaspoons of sugar mixed into 1 liter of clean water.",CDC Ghana
"Se mepe se midi salad a woaye no abontene a, eho ye hu anaa?",se mepe se midi salad a woaye no abontene a eho ye hu anaa,food_safety_market_query,"Aane, salad a wɔamfa nsuo pa anhohoro nnuane a ɛwɔ mu no yɛ hu, efisɛ ebia wɔde nsuo a efi wɔ mu na ɛhohoro no.","Yes, salads prepared with produce not washed in clean water carry risk, since contaminated water may have been used to rinse the ingredients.",CDC
"Cholrea mu yɛ den paa na obi atew ase, ɛyɛ emergency ɛnte saa?",cholrea mu yɛ den paa na obi atew ase ɛyɛ emergency ɛnte saa,emergency_query,Ma no ORS nsuo na kɔ ayaresabea a ɛbɛn wo ntɛm ara! Eyi yɛ emergency paa!,Give him ORS and run to the nearest hospital immediately! This is a major emergency!,WHO Ghana
Mede den kum cholera mmoawa wo me fie nsuo mu ampa?,mede den kum cholera mmoawa wo me fie nsuo mu ampa,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
"Hello, chatbot pa wo nim?",hello chatbot pa wo nim,general_greeting,"Hello, akwaaba! Me ne Cholera Twi Chatbot. Metumi abua wo cholera ho nsɛmmisa biara.","Hello, good chatbot. Hello, welcome! I am the Cholera Twi Chatbot. I can answer any cholera questions.",Ghana NLP
Kata dauane so na mfifiseɛ anko so,kata dauane so na mfifiseɛ anko so,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Nna ddoow sen na ese se obi ko so nom ORS?,nna ddoow sen na ese se obi ko so nom ors,rehydration_monitoring_query,"Kɔ so ma ORS kosi sɛ ayamtuo ne afeɛ no gyae koraa, na nsuo a wafa mu san aba n'ani so.",Continue giving ORS until diarrhea and vomiting have completely stopped and normal hydration has returned.,WHO Ghana
Ɛwɔ sɛ mekɔ me fie ORS de ama yarefoɔ no ansa na mɛfa no kɔ clinic?,ɛwɔ sɛ mekɔ me fie ors de ama yarefoɔ no ansa na mɛfa no kɔ clinic,emergency_query,Ma no ORS nsuo na kɔ ayaresabea a ɛbɛn wo ntɛm ara! Eyi yɛ emergency paa!,Give him ORS and run to the nearest hospital immediately! This is a major emergency!,WHO Ghana
"Momfra ketewa wo cholera a, den nsenkyerene na eda adi?",momfra ketewa wo cholera a den nsenkyerene na eda adi,symptoms_query,Cholera yareɛ no ho nsenkyerɛne titiriw ne ayamtuo kɛseɛ a ɛte sɛ nsuo (a ɛte sɛ nsubɛn) ne ɛfeɛ a ɛnto mpa. Eyi betumi ama wo ho nsuo asa ntɛm (dehydration).,The main symptoms of cholera are severe watery diarrhea (like rice-water) and frequent vomiting. This can cause rapid dehydration.,WHO Ghana Health Service
"Aduane a mfifisee kaodi so, ede cholera ba?",aduane a mfifisee kaodi so ede cholera ba,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Cholera nsenkyerɛne bteumi ayɛ yaw wɔ yam mu?,cholera nsenkyerɛne bteumi ayɛ yaw wɔ yam mu,symptoms_query,Ayamtuo ne afeɛ kɛseɛ a ɛnto mpa na ɛkyerɛ sɛ obi betumi anya cholera yareɛ no. Wo ho nsuo bɛtumi asa ntɛm ara.,"Severe watery diarrhea and uncontrollable vomiting are signs of cholera, which can cause rapid dehydration.",CDC Ghana
"Se cholera mu ye den paa a, yebetumi de obi ko ayraesabea de ama no nsuo wo ne ntin?",se cholera mu ye den paa a yebetumi de obi ko ayraesabea de ama no nsuo wo ne ntin,emergency_query,"EYI NE EMERGENCY! Ma no ORS nsuo sɛ obetumi anom, na fa no kɔ ayaresabea ntɛm ara na wɔakɔma no nsuo wɔ ne ntin (IV fluids).","THIS IS AN EMERGENCY! Give ORS if conscious, and take them to the hospital immediately for IV fluids.",WHO Ghana
Se me ba no refe na orentumi nnom ORS nsuo no nso ampa?,se me ba no refe na orentumi nnom ors nsuo no nso ampa,emergency_query,"KƆ AYARESABEA NTƐM ARA! Sɛ ɔrentumi nnom nsuo a, ɛwɔ sɛ dɔkota de nsuo fa ne ntin mu (IV fluids) ntɛm na wankɔwu.","What if my child is vomiting and cannot drink the ORS water either? GO TO THE HOSPITAL IMMEDIATELY! If they cannot drink water, the doctor must give fluids through their veins (IV fluids) quickly so they don't die.",WHO Ghana
Den na metumi aye na me ba anya cholera paa?,den na metumi aye na me ba anya cholera paa,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Obi bin mu nsuo betumi de cholera aba anaa ɛnyɛ saa?,obi bin mu nsuo betumi de cholera aba anaa ɛnyɛ saa,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
Sɛn na efi a ɛgu no de cholera aba?,sɛn na efi a ɛgu no de cholera aba,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
"Se cholera mu ye den na dehydration mu ye den paa a, IV fluids hia?",se cholera mu ye den na dehydration mu ye den paa a iv fluids hia,emergency_query,"EYI NE EMERGENCY! Ma no ORS nsuo sɛ obetumi anom, na fa no kɔ ayaresabea ntɛm ara na wɔakɔma no nsuo wɔ ne ntin (IV fluids).","THIS IS AN EMERGENCY! Give ORS if conscious, and take them to the hospital immediately for IV fluids.",WHO Ghana
Cholera vaccine bɛtumi asiw yareɛ no kwan koraa aana paa?,cholera vaccine bɛtumi asiw yareɛ no kwan koraa aana paa,vaccination_query,"Cholera vaccine mma ɔbɔ ho ban a ɛyɛ den, nanso ɛnsi kwan koraa. Ɛsɛ sɛ wodi nsuo pa nom ne hohoro nsa mmara so daa.",The cholera vaccine provides strong protection but doesn't guarantee complete prevention. You should still follow safe water and hand hygiene practices.,CDC
"Chatbot, wo tumi kasa Fante mu?",chatbot wo tumi kasa fante mu,general_greeting,"Aane, metumi te Fante ne Akuapem Twi nso mu kakra efisɛ yɛn nyinaa yɛ Akan. Bisa me cholera ho nsɛm biara.","Chatbot, can you speak Fante? Yes, I can understand Fante and Akuapem Twi a bit as well because we are all Akan. Ask me any questions about cholera.",Ghana NLP
"Me ba no ayamtuo no nte ase, eye asiane paa?",me ba no ayamtuo no nte ase eye asiane paa,emergency_query,Ayamtuo ne afeɛ kɛseɛ a ɛnto mpa na ɛkyerɛ sɛ obi betumi anya cholera yareɛ no. Wo ho nsuo bɛtumi asa ntɛm ara.,"Severe watery diarrhea and uncontrollable vomiting are signs of cholera, which can cause rapid dehydration.",CDC Ghana
Cholera mmoawa betumi atena samina so?,cholera mmoawa betumi atena samina so,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
"Mede akwantu bɛkɔ mmeaɛ a cholera reba, dɛn na ɛsɛ sɛ meyɛ ansa wo nim?",mede akwantu bɛkɔ mmeaɛ a cholera reba dɛn na ɛsɛ sɛ meyɛ ansa wo nim,travel_query,"Ansa na wokɔ, sua faako a cholera reba no ho asɛm, fa chlorine tablets anaa aduro a ɛboa, na hyɛ wo ho da sɛ wobɛnom nsuo pa nko ara wɔ hɔ.","Before traveling, learn about the current outbreak situation, carry chlorine tablets or similar supplies, and commit to drinking only safe water while there.",WHO Ghana
"Se obi nom nsuo firi dotee mu a, cholera beba?",se obi nom nsuo firi dotee mu a cholera beba,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
"Se yarefoo no da so ara refe ORS no nyinaa a, den na ese se meye?",se yarefoo no da so ara refe ors no nyinaa a den na ese se meye,rehydration_monitoring_query,"Sɛ ɔda so refe biara a wonom ma no a, fa no kɔ ayaresabea ntɛm sɛnea wɔde nsuo bɛma no wɔ ne ntin (IV fluids) mu.","If the patient continues vomiting everything they drink, take them to the hospital immediately so they can receive fluids through an IV.",CDC
"Chatbot, wo nim Asnate Twi pa?",chatbot wo nim asnate twi pa,general_greeting,Mema wo akye! Me ne Cholera Twi Chatbot. Metumi abua wo cholera ho nsɛm.,Hello! I am the Cholera Twi Chatbot. I can answer your questions about cholera.,Ghana NLP
"Se me nom nsuo firi dtoee mu a, metumi nya cholera?",se me nom nsuo firi dtoee mu a metumi nya cholera,transmission_query,"Aane, nsuo a ɛfiri dɔteɛ mu anaa atwene mu taa nya cholera mmoawa afiri efi mu. Asiane kɛseɔ wom sɛ wobɛnom.","If I drink water from a muddy place can I get cholera? Yes, water from muddy places or runoff drains often contains cholera bacteria from waste. There is big danger if you drink it.",CDC Ghana
Cholera bacteria tena nsuo bɔne mu ampa?,cholera bacteria tena nsuo bɔne mu ampa,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Kwan ben so na cholera firi oman bi ako foforo?,kwan ben so na cholera firi oman bi ako foforo,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Ayamtuo ne afee no ko so a meutmi de aduru biara a esiw ayamtuo kwan mma yarefoo no?,ayamtuo ne afee no ko so a meutmi de aduru biara a esiw ayamtuo kwan mma yarefoo no,treatment_query,"Dabi, mma no aduru biara a ɛsiw ayamtuo kwan (anti-diarrheal meds) gye sɛ dɔkota na akyerɛ, efisɛ ɛremma mmoawa no mfi ne ho. Ma no ORS mmom.","If the diarrhea and vomiting continue can I give the patient any anti-diarrheal medicine? No, do not give any anti-diarrheal medicine unless prescribed by a doctor, because it prevents the bacteria from leaving the body. Give ORS instead.",CDC Ghana
ORS nsuo betumi asa dehydration?,ors nsuo betumi asa dehydration,treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
"Se obi fere na onte asem yie, eye cholera anaa ɛnyɛ saa?",se obi fere na onte asem yie eye cholera anaa ɛnyɛ saa,symptoms_query,Cholera yareɛ no ho nsenkyerɛne titiriw ne ayamtuo kɛseɛ a ɛte sɛ nsuo (a ɛte sɛ nsubɛn) ne ɛfeɛ a ɛnto mpa. Eyi betumi ama wo ho nsuo asa ntɛm (dehydration).,The main symptoms of cholera are severe watery diarrhea (like rice-water) and frequent vomiting. This can cause rapid dehydration.,WHO Ghana Health Service
"Se cholera aka obi a, ne ho da adi sen wo nim?",se cholera aka obi a ne ho da adi sen wo nim,symptoms_query,Cholera yareɛ no ho nsenkyerɛne titiriw ne ayamtuo kɛseɛ a ɛte sɛ nsuo (a ɛte sɛ nsubɛn) ne ɛfeɛ a ɛnto mpa. Eyi betumi ama wo ho nsuo asa ntɛm (dehydration).,The main symptoms of cholera are severe watery diarrhea (like rice-water) and frequent vomiting. This can cause rapid dehydration.,WHO Ghana
"Sɛ me pɛ sɛ me ba mpe cholrea a, dɛn na ɛboa paa anaa?",sɛ me pɛ sɛ me ba mpe cholrea a dɛn na ɛboa paa anaa,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Nsuo firi akura mu betumi de cholera ba anaa?,nsuo firi akura mu betumi de cholera ba anaa,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
"Me nsa ne me nan mu rekyere me, eye cholera ampa?",me nsa ne me nan mu rekyere me eye cholera ampa,symptoms_query,"Aane, muscle cramps (nsakyere ne nankyere) yɛ cholera nsenkyerɛne kɛseɛ bi a ɛda adi sɛ wo ho nsuo ne nkyene pii asa. Nom ORS ntɛm.","My hands and legs are cramping, is it cholera? Yes, muscle cramps are a major symptom of cholera showing that a lot of water and salt are gone from your body. Drink ORS quickly.",Ghana Ministry of Health
"Se me yam tu me na ayamtuo ba a, eye cholera ente saa?",se me yam tu me na ayamtuo ba a eye cholera ente saa,symptoms_query,Ayamtuo ne afeɛ kɛseɛ a ɛnto mpa na ɛkyerɛ sɛ obi betumi anya cholera yareɛ no. Wo ho nsuo bɛtumi asa ntɛm ara.,"Severe watery diarrhea and uncontrollable vomiting are signs of cholera, which can cause rapid dehydration.",CDC Ghana
"ORS aduru no, eybetumi anya wo he wo Ghana?",ors aduru no eybetumi anya wo he wo ghana,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
Cholera nsenkyerene betumi aye yaw wo yam mu anaa?,cholera nsenkyerene betumi aye yaw wo yam mu anaa,symptoms_query,Ayamtuo ne afeɛ kɛseɛ a ɛnto mpa na ɛkyerɛ sɛ obi betumi anya cholera yareɛ no. Wo ho nsuo bɛtumi asa ntɛm ara.,"Severe watery diarrhea and uncontrollable vomiting are signs of cholera, which can cause rapid dehydration.",CDC Ghana
"Sɛ cholrea mu yɛ den na obi rentumi mma ORS anom a, dɛn na yɛyɛ anaa?",sɛ cholrea mu yɛ den na obi rentumi mma ors anom a dɛn na yɛyɛ anaa,emergency_query,Ma no ORS nsuo na kɔ ayaresabea a ɛbɛn wo ntɛm ara! Eyi yɛ emergency paa!,Give him ORS and run to the nearest hospital immediately! This is a major emergency!,WHO Ghana
Cholera asa wo nnonhwerew ben paa?,cholera asa wo nnonhwerew ben paa,treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
Cholera firi obi bin mu fa nsuo mu aba anaa enye saa?,cholera firi obi bin mu fa nsuo mu aba anaa enye saa,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Ewo se meko hohoro me nsa wo ansa na me ba nuane ɛnte saa?,ewo se meko hohoro me nsa wo ansa na me ba nuane ɛnte saa,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Kwan bɛn so na cholrea bacteria fa kɔ obi ho?,kwan bɛn so na cholrea bacteria fa kɔ obi ho,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Cholera ne ayamtuo a ɛyɛ adi no gyina soronko dɛn anaa?,cholera ne ayamtuo a ɛyɛ adi no gyina soronko dɛn anaa,differentiation_query,"Cholera ayamtuo no yɛ nsuo tea (te sɛ nsubɛn), ɛba ntɛm paa, na nsuo a wafa mu sa ntɛm kɛse sen ayamtuo a ɛyɛ adi.","Cholera diarrhea is watery and pale (like rice-water), comes on suddenly, and causes much more rapid dehydration than ordinary diarrhea.",WHO Ghana
Cholera traetment no akye bere bɛn?,cholera traetment no akye bere bɛn,treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
Efi a ɛwɔ nsuo mu de cholera kɔ onipa ho,efi a ɛwɔ nsuo mu de cholera kɔ onipa ho,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
"Aduane a mfifisee akodi so, ede cholera ba paa?",aduane a mfifisee akodi so ede cholera ba paa,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Ayamtuo ne afeɛ yɛ hcolera nsenkyerɛne titiriw,ayamtuo ne afeɛ yɛ hcolera nsenkyerɛne titiriw,symptoms_query,Cholera yareɛ no ho nsenkyerɛne titiriw ne ayamtuo kɛseɛ a ɛte sɛ nsuo (a ɛte sɛ nsubɛn) ne ɛfeɛ a ɛnto mpa. Eyi betumi ama wo ho nsuo asa ntɛm (dehydration).,The main symptoms of cholera are severe watery diarrhea (like rice-water) and frequent vomiting. This can cause rapid dehydration.,WHO Ghana
Cholera emergency mu na adokota de IV nsuo de sa wo nim?,cholera emergency mu na adokota de iv nsuo de sa wo nim,emergency_query,"EYI NE EMERGENCY! Ma no ORS nsuo sɛ obetumi anom, na fa no kɔ ayaresabea ntɛm ara na wɔakɔma no nsuo wɔ ne ntin (IV fluids).","THIS IS AN EMERGENCY! Give ORS if conscious, and take them to the hospital immediately for IV fluids.",WHO Ghana
Mɛde dɛn ahohoro me nsa ansa na mediid?,mɛde dɛn ahohoro me nsa ansa na mediid,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Den na metumi aye na cholera annya me wo adidi baabi?,den na metumi aye na cholera annya me wo adidi baabi,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
"Mmofra ektewa wɔ cholera a, dɛn nsenkyerɛne na ɛda adi?",mmofra ektewa wɔ cholera a dɛn nsenkyerɛne na ɛda adi,symptoms_query,Cholera yareɛ no ho nsenkyerɛne titiriw ne ayamtuo kɛseɛ a ɛte sɛ nsuo (a ɛte sɛ nsubɛn) ne ɛfeɛ a ɛnto mpa. Eyi betumi ama wo ho nsuo asa ntɛm (dehydration).,The main symptoms of cholera are severe watery diarrhea (like rice-water) and frequent vomiting. This can cause rapid dehydration.,WHO Ghana Health Service
"Se me anya chloera a, meko ayaresabea ben?",se me anya chloera a meko ayaresabea ben,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
"Yarefoo no n'ani apon na orente nsem yie, den na meye paa?",yarefoo no nani apon na orente nsem yie den na meye paa,emergency_query,"EYI NE EMERGENCY! Ma no ORS nsuo sɛ obetumi anom, na fa no kɔ ayaresabea ntɛm ara na wɔakɔma no nsuo wɔ ne ntin (IV fluids).","THIS IS AN EMERGENCY! Give ORS if conscious, and take them to the hospital immediately for IV fluids.",CDC
Cholera bacteria tumi asa wɔ nua nsuo mu?,cholera bacteria tumi asa wɔ nua nsuo mu,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Nsuo a ɛwɔ agya mu betumi de cholera ba paa?,nsuo a ɛwɔ agya mu betumi de cholera ba paa,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
