twi_query,intent,twi_response,english_translation,source
Mɛde dɛn ahohoro nnuane ansa na mɛnoa?,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
ORS nsuo betumi asiw cholera kwan ansa na ɛba?,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
"Sɛ me kɔ oman a wɔwɔ cholera hɔ a, dɛn na mɛyɛ?",prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Ɛwɔ sɛ mekɔ hohoro me nsa wɔ tiafi akyi?,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Mɛde dɛn ahohoro me nsa pa wɔ kwan ho?,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
"Sɛ adagya mu mfifiseɛ boro so a, ɛde cholera ba?",prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Dɛn na metumi ayɛ na efi anto me fie mu?,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Ɛwɔ sɛ me bo me nuane ho ban ma mfifiseɛ?,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
"Sɛ me pɛ sɛ me ba anom nsuo firi kɔkɔɔ a, ɛyɛ safe?",prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Mɛde dɛn bɔ me fie ho ban afiri cholera ho?,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
"Nsuo sachet a yɛtɔn wɔ kwan ho, ɛyɛ safe?",prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Dɛn na ɛboa na cholera antra adagya mu?,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
"Sɛ me pɛ sɛ me ba mpe cholera a, dɛn na ɛboa paa?",prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
"Hohoro nnuane ansa na wonoa, ɛboa?",prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Mɛde dɛn kum cholera mmoawa wɔ me fie nsuo mu?,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
"Sɛ me fiefoɔ pɛ sɛ wɔnom nsuo firi abutuo mu a, ɛyɛ asiane?",prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Ɛwɔ sɛ mekɔ hohoro me nsa ansa na medidi bere biara?,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Dɛn na metumi ayɛ na me kunu ananya cholera?,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Sɛ me nom nsuo a yɛnua mu a cholera bɛba?,transmission_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Nsuo filtration systems betumi akum cholera mmoawa?,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Mɛde dɛn bɔ me mma ban sɛ cholera annya wɔn?,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Ɛwɔ sɛ mekɔ hohoro me nsa wɔ ansa na me ba nuane?,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Dɛn na metumi de ayɛ me nsuo safe wɔ adagya mu?,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
"Sɛ kɔkɔɔ a yɛde nom no ho nni tew a, ɛyɛ asiane?",prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Mɛde dɛn bɔ me ho ban sɛ obi antumi amfa cholera amma me?,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
"Sɛ me pɛ sɛ me dware wɔ asubɔnten a, ɛyɛ safe wɔ cholera berɛ mu?",prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Ɛwɔ sɛ me noa me nsuo sɛ me wɔ adagya mu?,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Dɛn na ɛboa ma me fie aba cholera mmoawa anatra mu?,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
"Sɛ me pɛ sɛ me de sachet water nom a, ɛyɛ safe?",prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Mɛde dɛn bɔ me adidi baabi ho ban?,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Ɛwɔ sɛ me hohoro me nsa wɔ ansa na mede aduane mba?,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Dɛn tumi boa ma cholera antra adagya a yɛte mu?,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
ORS yɛ dɛn?,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
Mɛyɛ ORS fie sɛn?,treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
Sɛn na metumi ayɛ ORS wɔ me fie?,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
Aduru bɛn na ɛsa cholera ntɛm?,treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
"Sɛ obi anya cholera a, ntɛm ara ɛwɔ sɛ yɛyɛ dɛn?",treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
Mɛde zinc tablets sɛn?,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
Adɔkota de aduru bɛn de sa cholera?,treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
Me fie nsuo no yɛ safe de yɛ ORS?,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
"Sɛ me anya cholera a, mɛnam fie anaa mɛkɔ clinic?",treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
ORS nsuo yɛ ntɛm wɔ berɛ bɛn mu?,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
Mɛde asikre ne nkyene nsuo sa cholera fie?,treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
Cholera treatment no ɛtua sika pii?,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
Sɛ obi anom ORS a ɛboa ntɛm ara?,treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
"Me ba no refe bebree, ORS bɛboa?",treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
Mɛnam clinic anaa ayaresabea wɔ cholera mu?,treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
"Sɛ obi anya cholera a, ɛwɔ sɛ yɛde nkyene nsuo ama no?",treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
ORS nsuo betumi asa dehydration?,treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
Mɛde asikre dodo bɛn de yɛ fie ORS?,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
Cholera treatment no akye bere bɛn?,treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
"Sɛ me ba no anya cholera a, mɛde nkosua ama no?",treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
IV fluids yɛ dɛn wɔ cholera mu?,treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
Mɛde dɛn ama me ba no anom sɛ obi anya cholera?,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
"Sɛ ORS nni hɔ a, mɛde dɛn adi ananmu?",treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
Clinic de ORS ama kwa anaa yɛtɔ?,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
Cholera asa wɔ berɛ bɛn mu sɛ yɛde ORS sa?,treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
Mɛde dɛn ama me nana de anom sɛ obi anya cholera?,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
"Sɛ cholera mu yɛ den paa a, adɔkota de dɛn sa?",treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
"ORS nsuo, ɛboa ma ho nsuo san ba?",treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
Mɛde fie nsuo anaa sachet water yɛ ORS?,treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
"Sɛ obi nnom ORS ntɛm ara wɔ cholera mu a, ɛyɛ asiane?",treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
Ghana Health Service de ORS ma adagya mu kwa?,treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
Mɛde nkyene a yɛde noa sɛn wɔ fie ORS mu?,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
"Sɛ ORS paket no akyɛ a, ɛyɛ safe?",treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
Cholera asa wɔ fie anaa ɛwɔ sɛ yɛkɔ clinic?,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
Mɛde dɛn bɔ ORS nsuo ho ban ma mmofra?,treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
"Sɛ obi nom ORS pii a, ɛboa?",treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
Adɔkota de antibiotic de sa cholera?,treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
ORS nsuo mɛde ama me nana nnom wɔ fie?,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
"Sɛ obi anya cholera a, ɛwɔ sɛ obi anom nsuo bebree?",treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
Mɛde dɛn ahohoro ORS paket ansa na mɛyɛ?,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
Cholera asa wɔ nnɔnhwerew bɛn?,treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
"Sɛ me ba no rentia ORS a, mɛde dɛn ama no?",treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
IV nsuo de sa cholera sɛn?,treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
ORS betumi ama me ba no san nyane?,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
Mɛde lita baako nsuo ne nkyene ne asikre yɛ ORS?,treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
"Sɛ me anya cholera a, mɛkɔ ayaresabea bɛn?",treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
"ORS ne nsuo kwa, yɛde bɛn de sa cholera pa ara?",treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
Mɛde fie aduru bɛn de sa cholera?,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
"Sɛ cholera ba a, ntɛm ara yɛde ORS bɛsa, anaasɛ yɛkɔ clinic?",treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
"Yarefoɔ no n'ani apɔn, ɛyɛ emergency?",emergency_query,Ma no ORS nsuo na kɔ ayaresabea a ɛbɛn wo ntɛm ara! Eyi yɛ emergency paa!,Give him ORS and run to the nearest hospital immediately! This is a major emergency!,WHO Ghana
"Me ba no rentumi nsɔre, dɛn na mɛyɛ ntɛm?",emergency_query,"EYI NE EMERGENCY! Ma no ORS nsuo sɛ obetumi anom, na fa no kɔ ayaresabea ntɛm ara na wɔakɔma no nsuo wɔ ne ntin (IV fluids).","THIS IS AN EMERGENCY! Give ORS if conscious, and take them to the hospital immediately for IV fluids.",CDC
Cholera no kum obi bere bɛn mu?,emergency_query,Ma no ORS nsuo na kɔ ayaresabea a ɛbɛn wo ntɛm ara! Eyi yɛ emergency paa!,Give him ORS and run to the nearest hospital immediately! This is a major emergency!,WHO Ghana
